"Expert","Biodiversity","Estimate","Counterfactual","Action","Rating","Comments"
5,"Freshwater
Reptiles and amphibians
Frogs","BEST GUESS","95","95",NA,NA
5,"Freshwater
Reptiles and amphibians
Salamanders","LOWEST","90","90","strong","I think this will have very little impact on overall salamander populations"
5,"Freshwater
Reptiles and amphibians
Salamanders","HIGHEST","100","100",NA,NA
5,"Freshwater
Reptiles and amphibians
Salamanders","BEST GUESS","95","95",NA,NA
5,"Freshwater
Birds
Carnivore","LOWEST",NA,NA,NA,NA
5,"Freshwater
Birds
Carnivore","HIGHEST",NA,NA,NA,NA
5,"Freshwater
Birds
Carnivore","BEST GUESS",NA,NA,NA,NA
5,"Freshwater
Birds
Omnivore","LOWEST",NA,NA,NA,NA
5,"Freshwater
Birds
Omnivore","HIGHEST",NA,NA,NA,NA
5,"Freshwater
Birds
Omnivore","BEST GUESS",NA,NA,NA,NA
5,"Freshwater
Birds
Insectivore/invertivore","LOWEST",NA,NA,NA,NA
5,"Freshwater
Birds
Insectivore/invertivore","HIGHEST",NA,NA,NA,NA
5,"Freshwater
Birds
Insectivore/invertivore","BEST GUESS",NA,NA,NA,NA
5,"Freshwater
Birds
Herbivore/granivore","LOWEST",NA,NA,NA,NA
5,"Freshwater
Birds
Herbivore/granivore","HIGHEST",NA,NA,NA,NA
5,"Freshwater
Birds
Herbivore/granivore","BEST GUESS",NA,NA,NA,NA
5,"Freshwater
Mammals
Carnivore, omnivore","LOWEST",NA,NA,NA,NA
5,"Freshwater
Mammals
Carnivore, omnivore","HIGHEST",NA,NA,NA,NA
5,"Freshwater
Mammals
Carnivore, omnivore","BEST GUESS",NA,NA,NA,NA
5,"Freshwater
Mammals
Herbivore","LOWEST",NA,NA,NA,NA
5,"Freshwater
Mammals
Herbivore","HIGHEST",NA,NA,NA,NA
5,"Freshwater
Mammals
Herbivore","BEST GUESS",NA,NA,NA,NA
5,"Freshwater
Vascular plants
Herbaceous","LOWEST",NA,NA,NA,NA
5,"Freshwater
Vascular plants
Herbaceous","HIGHEST",NA,NA,NA,NA
5,"Freshwater
Vascular plants
Herbaceous","BEST GUESS",NA,NA,NA,NA
5,"Freshwater
Vascular plants
Woody","LOWEST",NA,NA,NA,NA
5,"Freshwater
Vascular plants
Woody","HIGHEST",NA,NA,NA,NA
5,"Freshwater
Vascular plants
Woody","BEST GUESS",NA,NA,NA,NA
5,"Wetland
Fish
Large predators","LOWEST",NA,NA,NA,NA
5,"Wetland
Fish
Large predators","HIGHEST",NA,NA,NA,NA
5,"Wetland
Fish
Large predators","BEST GUESS",NA,NA,NA,NA
5,"Wetland
Fish
Small-medium predators","LOWEST",NA,NA,NA,NA
5,"Wetland
Fish
Small-medium predators","HIGHEST",NA,NA,NA,NA
5,"Wetland
Fish
Small-medium predators","BEST GUESS",NA,NA,NA,NA
5,"Wetland
Reptiles and amphibians
Snakes and lizards","LOWEST","90","90","strong","I think this will have very little impact on overall reptile populations"
5,"Wetland
Reptiles and amphibians
Snakes and lizards","HIGHEST","100","100",NA,NA
5,"Wetland
Reptiles and amphibians
Snakes and lizards","BEST GUESS","95","95",NA,NA
5,"Wetland
Reptiles and amphibians
Frogs","LOWEST","90","90","strong","I think this will have very little impact on overall frog populations"
5,"Wetland
Reptiles and amphibians
Frogs","HIGHEST","100","100",NA,NA
5,"Wetland
Reptiles and amphibians
Frogs","BEST GUESS","95","95",NA,NA
5,"Wetland
Reptiles and amphibians
Salamanders","LOWEST","90","90","strong","I think this will have very little impact on overall salamander populations"
5,"Wetland
Reptiles and amphibians
Salamanders","HIGHEST","100","100",NA,NA
5,"Wetland
Reptiles and amphibians
Salamanders","BEST GUESS","95","95",NA,NA
5,"Wetland
Birds
Carnivore","LOWEST",NA,NA,NA,NA
5,"Wetland
Birds
Carnivore","HIGHEST",NA,NA,NA,NA
5,"Wetland
Birds
Carnivore","BEST GUESS",NA,NA,NA,NA
5,"Wetland
Birds
Omnivore","LOWEST",NA,NA,NA,NA
5,"Wetland
Birds
Omnivore","HIGHEST",NA,NA,NA,NA
5,"Wetland
Birds
Omnivore","BEST GUESS",NA,NA,NA,NA
5,"Wetland
Birds
Insectivore/invertivore","LOWEST",NA,NA,NA,NA
5,"Wetland
Birds
Insectivore/invertivore","HIGHEST",NA,NA,NA,NA
5,"Wetland
Birds
Insectivore/invertivore","BEST GUESS",NA,NA,NA,NA
5,"Wetland
Birds
Herbivore/granivore","LOWEST",NA,NA,NA,NA
5,"Wetland
Birds
Herbivore/granivore","HIGHEST",NA,NA,NA,NA
5,"Wetland
Birds
Herbivore/granivore","BEST GUESS",NA,NA,NA,NA
5,"Wetland
Mammals
Carnivore, omnivore","LOWEST",NA,NA,NA,NA
5,"Wetland
Mammals
Carnivore, omnivore","HIGHEST",NA,NA,NA,NA
5,"Wetland
Mammals
Carnivore, omnivore","BEST GUESS",NA,NA,NA,NA
5,"Wetland
Mammals
Herbivore","LOWEST",NA,NA,NA,NA
5,"Wetland
Mammals
Herbivore","HIGHEST",NA,NA,NA,NA
5,"Wetland
Mammals
Herbivore","BEST GUESS",NA,NA,NA,NA
5,"Wetland
Vascular plants
Herbaceous","LOWEST",NA,NA,NA,NA
5,"Wetland
Vascular plants
Herbaceous","HIGHEST",NA,NA,NA,NA
5,"Wetland
Vascular plants
Herbaceous","BEST GUESS",NA,NA,NA,NA
5,"Wetland
Vascular plants
Woody","LOWEST",NA,NA,NA,NA
5,"Wetland
Vascular plants
Woody","HIGHEST",NA,NA,NA,NA
5,"Wetland
Vascular plants
Woody","BEST GUESS",NA,NA,NA,NA
5,"Coniferous Forest
Reptiles and amphibians
Snakes and lizards","LOWEST","90","90","strong","I think this will have very little impact on overall reptile populations"
5,"Coniferous Forest
Reptiles and amphibians
Snakes and lizards","HIGHEST","100","100",NA,NA
5,"Coniferous Forest
Reptiles and amphibians
Snakes and lizards","BEST GUESS","95","95",NA,NA
5,"Coniferous Forest
Reptiles and amphibians
Frogs","LOWEST","90","90","strong","I think this will have very little impact on overall frog populations"
5,"Coniferous Forest
Reptiles and amphibians
Frogs","HIGHEST","100","100",NA,NA
5,"Coniferous Forest
Reptiles and amphibians
Frogs","BEST GUESS","95","95",NA,NA
5,"Coniferous Forest
Reptiles and amphibians
Salamanders","LOWEST","90","90",NA,NA
5,"Coniferous Forest
Reptiles and amphibians
Salamanders","HIGHEST","100","100","strong","I think this will have very little impact on overall salamander populations"
5,"Coniferous Forest
Reptiles and amphibians
Salamanders","BEST GUESS","95","95",NA,NA
5,"Coniferous Forest
Birds
Carnivore","LOWEST",NA,NA,NA,NA
5,"Coniferous Forest
Birds
Carnivore","HIGHEST",NA,NA,NA,NA
5,"Coniferous Forest
Birds
Carnivore","BEST GUESS",NA,NA,NA,NA
5,"Coniferous Forest
Birds
Omnivore","LOWEST",NA,NA,NA,NA
5,"Coniferous Forest
Birds
Omnivore","HIGHEST",NA,NA,NA,NA
5,"Coniferous Forest
Birds
Omnivore","BEST GUESS",NA,NA,NA,NA
5,"Coniferous Forest
Birds
Insectivore/invertivore","LOWEST",NA,NA,NA,NA
5,"Coniferous Forest
Birds
Insectivore/invertivore","HIGHEST",NA,NA,NA,NA
5,"Coniferous Forest
Birds
Insectivore/invertivore","BEST GUESS",NA,NA,NA,NA
5,"Coniferous Forest
Birds
Herbivore/granivore","LOWEST",NA,NA,NA,NA
5,"Coniferous Forest
Birds
Herbivore/granivore","HIGHEST",NA,NA,NA,NA
5,"Coniferous Forest
Birds
Herbivore/granivore","BEST GUESS",NA,NA,NA,NA
5,"Coniferous Forest
Mammals
Carnivore, omnivore","LOWEST",NA,NA,NA,NA
5,"Coniferous Forest
Mammals
Carnivore, omnivore","HIGHEST",NA,NA,NA,NA
5,"Coniferous Forest
Mammals
Carnivore, omnivore","BEST GUESS",NA,NA,NA,NA
5,"Coniferous Forest
Mammals
Herbivore","LOWEST",NA,NA,NA,NA
5,"Coniferous Forest
Mammals
Herbivore","HIGHEST",NA,NA,NA,NA
5,"Coniferous Forest
Mammals
Herbivore","BEST GUESS",NA,NA,NA,NA
5,"Coniferous Forest
Vascular plants
Herbaceous","LOWEST",NA,NA,NA,NA
5,"Coniferous Forest
Vascular plants
Herbaceous","HIGHEST",NA,NA,NA,NA
5,"Coniferous Forest
Vascular plants
Herbaceous","BEST GUESS",NA,NA,NA,NA
5,"Coniferous Forest
Vascular plants
Woody","LOWEST",NA,NA,NA,NA
5,"Coniferous Forest
Vascular plants
Woody","HIGHEST",NA,NA,NA,NA
5,"Coniferous Forest
Vascular plants
Woody","BEST GUESS",NA,NA,NA,NA
5,"Mixed Forest
Reptiles and amphibians
Snakes and lizards","LOWEST","90","90","strong","I think this will have very little impact on overall reptile populations"
5,"Mixed Forest
Reptiles and amphibians
Snakes and lizards","HIGHEST","100","100",NA,NA
5,"Mixed Forest
Reptiles and amphibians
Snakes and lizards","BEST GUESS","95","95",NA,NA
5,"Mixed Forest
Reptiles and amphibians
Frogs","LOWEST","90","90","strong","I think this will have very little impact on overall frog populations"
5,"Mixed Forest
Reptiles and amphibians
Frogs","HIGHEST","100","100",NA,NA
5,"Mixed Forest
Reptiles and amphibians
Frogs","BEST GUESS","95","95",NA,NA
5,"Mixed Forest
Reptiles and amphibians
Salamanders","LOWEST","90","90",NA,NA
5,"Mixed Forest
Reptiles and amphibians
Salamanders","HIGHEST","100","100","strong","I think this will have very little impact on overall salamander populations"
5,"Mixed Forest
Reptiles and amphibians
Salamanders","BEST GUESS","95","95",NA,NA
5,"Mixed Forest
Birds
Carnivore","LOWEST",NA,NA,NA,NA
5,"Mixed Forest
Birds
Carnivore","HIGHEST",NA,NA,NA,NA
5,"Mixed Forest
Birds
Carnivore","BEST GUESS",NA,NA,NA,NA
5,"Mixed Forest
Birds
Omnivore","LOWEST",NA,NA,NA,NA
5,"Mixed Forest
Birds
Omnivore","HIGHEST",NA,NA,NA,NA
5,"Mixed Forest
Birds
Omnivore","BEST GUESS",NA,NA,NA,NA
5,"Mixed Forest
Birds
Insectivore/invertivore","LOWEST",NA,NA,NA,NA
5,"Mixed Forest
Birds
Insectivore/invertivore","HIGHEST",NA,NA,NA,NA
5,"Mixed Forest
Birds
Insectivore/invertivore","BEST GUESS",NA,NA,NA,NA
5,"Mixed Forest
Birds
Herbivore/granivore","LOWEST",NA,NA,NA,NA
5,"Mixed Forest
Birds
Herbivore/granivore","HIGHEST",NA,NA,NA,NA
5,"Mixed Forest
Birds
Herbivore/granivore","BEST GUESS",NA,NA,NA,NA
5,"Mixed Forest
Mammals
Carnivore, omnivore","LOWEST",NA,NA,NA,NA
5,"Mixed Forest
Mammals
Carnivore, omnivore","HIGHEST",NA,NA,NA,NA
5,"Mixed Forest
Mammals
Carnivore, omnivore","BEST GUESS",NA,NA,NA,NA
5,"Mixed Forest
Mammals
Herbivore","LOWEST",NA,NA,NA,NA
5,"Mixed Forest
Mammals
Herbivore","HIGHEST",NA,NA,NA,NA
5,"Mixed Forest
Mammals
Herbivore","BEST GUESS",NA,NA,NA,NA
5,"Mixed Forest
Vascular plants
Herbaceous","LOWEST",NA,NA,NA,NA
5,"Mixed Forest
Vascular plants
Herbaceous","HIGHEST",NA,NA,NA,NA
5,"Mixed Forest
Vascular plants
Herbaceous","BEST GUESS",NA,NA,NA,NA
5,"Mixed Forest
Vascular plants
Woody","LOWEST",NA,NA,NA,NA
5,"Mixed Forest
Vascular plants
Woody","HIGHEST",NA,NA,NA,NA
5,"Mixed Forest
Vascular plants
Woody","BEST GUESS",NA,NA,NA,NA
6,"Freshwater
Fish
Large predators","LOWEST","10","50","low","these fish are more tolerant of warmer water than native trout, but still need quality, and in particular, spawning in flooded, clean veg at times, so that influenced my answers; assumed that new impacts in the overall watershed (eg. development, clear cut logging) do not add new problems with hydrology and sedimentation/ nutrient accumulation or flow that alters the channel."
6,"Freshwater
Fish
Large predators","HIGHEST","50","100",NA,NA
6,"Freshwater
Fish
Large predators","BEST GUESS","25","75",NA,NA
6,"Freshwater
Fish
Small-medium predators","LOWEST","20","50","low","similar to pike comment, more tolerant than trout and can live in lower quality water (re nutrients & oxygen)"
6,"Freshwater
Fish
Small-medium predators","HIGHEST","75","100",NA,NA
6,"Freshwater
Fish
Small-medium predators","BEST GUESS","50","75",NA,NA
6,"Freshwater
Reptiles and amphibians
Snakes and lizards","LOWEST",NA,NA,"X","do not know enough about their ecology to do any ratings"
6,"Freshwater
Reptiles and amphibians
Snakes and lizards","HIGHEST",NA,NA,NA,NA
6,"Freshwater
Reptiles and amphibians
Snakes and lizards","BEST GUESS",NA,NA,NA,NA
6,"Freshwater
Reptiles and amphibians
Frogs","LOWEST",NA,NA,"X","do not know enough about their ecology to do any ratings"
6,"Freshwater
Reptiles and amphibians
Frogs","HIGHEST",NA,NA,NA,NA
6,"Freshwater
Reptiles and amphibians
Frogs","BEST GUESS",NA,NA,NA,NA
6,"Freshwater
Reptiles and amphibians
Salamanders","LOWEST","50","75","low-moderate","assumes that compacted soils, bare soils and drying out of space as well as physically driving over them and altering predation /cover will change enough to be a benefit with the restoration but even without the project, they will persist some spots and recolonize from adjacent forest/ wetlands so some will persist; the stream itself isn't their primary habitat but the terrestrial areas and wetlands will be."
6,"Freshwater
Reptiles and amphibians
Salamanders","HIGHEST","75","95",NA,NA
6,"Freshwater
Reptiles and amphibians
Salamanders","BEST GUESS","60","85",NA,NA
6,"Freshwater
Birds
Carnivore","LOWEST","25","75","moderate","Given that they are mobile and move up and down stream, this increases their ability to adjust to habitat changes even if the site doesn't improve as much as it could, but they will rely upon fish still being present--if the site continues to decline, the fish presence will be reduced and influence ability to use the area."
6,"Freshwater
Birds
Carnivore","HIGHEST","85","100",NA,NA
6,"Freshwater
Birds
Carnivore","BEST GUESS","75","85",NA,NA
6,"Freshwater
Birds
Omnivore","LOWEST","65","75","moderate","improvements in vegetation and reduction in compacted bare soils and improved understory and wetland plant layers will be helpful; they are mobile enough they will also continue to  use /move in/out of the stream area regardless if it is restored, likely"
6,"Freshwater
Birds
Omnivore","HIGHEST","80","100",NA,NA
6,"Freshwater
Birds
Omnivore","BEST GUESS","65","95",NA,NA
6,"Freshwater
Birds
Insectivore/invertivore","LOWEST",NA,NA,"X",NA
6,"Freshwater
Birds
Insectivore/invertivore","HIGHEST",NA,NA,NA,NA
6,"Freshwater
Birds
Insectivore/invertivore","BEST GUESS",NA,NA,NA,NA
6,"Freshwater
Birds
Herbivore/granivore","LOWEST","65","75","moderate","improvements in vegetation and reduction in compacted bare soils and improved understory and wetland plant layers will be helpful; they are mobile enough they will also continue to  use /move in/out of the stream area regardless if it is restored, likely. They like open often compacted areas with low veg (grass, annuals) so might actually decline in use if the adjacent land is more dense veg and they are fairly tolerant of human activities so likely removing OHV noise/use will have less impact on these spp than other waterfowl"
6,"Freshwater
Birds
Herbivore/granivore","HIGHEST","100","95",NA,NA
6,"Freshwater
Birds
Herbivore/granivore","BEST GUESS","65","85",NA,NA
6,"Freshwater
Mammals
Carnivore, omnivore","LOWEST",NA,NA,"X","do not know enough about their ecology to do any ratings"
6,"Freshwater
Mammals
Carnivore, omnivore","HIGHEST",NA,NA,NA,NA
6,"Freshwater
Mammals
Carnivore, omnivore","BEST GUESS",NA,NA,NA,NA
6,"Freshwater
Mammals
Herbivore","LOWEST","65","85","moderate","removal of human activity will benefit them as well as regrowth of the riparian and littoral veg with restoration success, however given their size and mobility, they will likely be present in the area regardless, just less abundant or spend less time, if the site is more degraded"
6,"Freshwater
Mammals
Herbivore","HIGHEST","100","100",NA,NA
6,"Freshwater
Mammals
Herbivore","BEST GUESS","85","95",NA,NA
6,"Freshwater
Vascular plants
Herbaceous","LOWEST",NA,NA,"X","I think that water chemistry and other characteristics are much more relevant than OHV activity/restoration"
6,"Freshwater
Vascular plants
Herbaceous","HIGHEST",NA,NA,NA,NA
6,"Freshwater
Vascular plants
Herbaceous","BEST GUESS",NA,NA,NA,NA
6,"Freshwater
Vascular plants
Woody","LOWEST","65","75","moderate","will expand (may actually be planted) with restoration--seeded, staked, or just remove compaction and active mechanical damage from OHV trails"
6,"Freshwater
Vascular plants
Woody","HIGHEST","100","100",NA,NA
6,"Freshwater
Vascular plants
Woody","BEST GUESS","85","100",NA,NA
6,"Wetland
Fish
Large predators","LOWEST",NA,NA,"X",NA
6,"Wetland
Fish
Large predators","HIGHEST",NA,NA,NA,NA
6,"Wetland
Fish
Large predators","BEST GUESS",NA,NA,NA,NA
6,"Wetland
Fish
Small-medium predators","LOWEST",NA,NA,"X",NA
6,"Wetland
Fish
Small-medium predators","HIGHEST",NA,NA,NA,NA
6,"Wetland
Fish
Small-medium predators","BEST GUESS",NA,NA,NA,NA
6,"Wetland
Reptiles and amphibians
Snakes and lizards","LOWEST",NA,NA,"X",NA
6,"Wetland
Reptiles and amphibians
Snakes and lizards","HIGHEST",NA,NA,NA,NA
6,"Wetland
Reptiles and amphibians
Snakes and lizards","BEST GUESS",NA,NA,NA,NA
6,"Wetland
Reptiles and amphibians
Frogs","LOWEST","50","85","moderate","Require the wetland for eggs & tadpoles IF this is the right kind of wetland; since very little of project is wetland (NOT counting riparian), then I've assumed it is the 'right' kind of wetland that a wood frog uses (right permanency, normally fishless, etc).  That said, since very little of the project is affecting the wetland, they can /would likely persist because of the overall landscape suitability to come in from nearby areas regardless of the project"
6,"Wetland
Reptiles and amphibians
Frogs","HIGHEST","100","100",NA,NA
6,"Wetland
Reptiles and amphibians
Frogs","BEST GUESS","75","100",NA,NA
6,"Wetland
Reptiles and amphibians
Salamanders","LOWEST","50","70","low-moderate","assumes that compacted soils, bare soils and drying out of space as well as physically driving over them and altering predation /cover will change enough to be a benefit with the restoration but even without the project, they will persist some spots and recolonize from adjacent forest/ wetlands so some will persist; the stream itself isn't their primary habitat but the terrestrial areas and wetlands will be and (luckily) since the OHV traffic and trail are generally NOT in the wetland basin, it is more about the riparian & terrestrial impaacts."
6,"Wetland
Reptiles and amphibians
Salamanders","HIGHEST","80","100",NA,NA
6,"Wetland
Reptiles and amphibians
Salamanders","BEST GUESS","65","85",NA,NA
6,"Wetland
Birds
Carnivore","LOWEST","50","75","moderate","depends on impacts to small fish/amphibians how impacted they will be; they can fly in from / move to various spots and have very specific/few rookeries, so I mostly considered their foraging for this rating"
6,"Wetland
Birds
Carnivore","HIGHEST","100","100",NA,NA
6,"Wetland
Birds
Carnivore","BEST GUESS","75","85",NA,NA
6,"Wetland
Birds
Omnivore","LOWEST",NA,NA,"X",NA
6,"Wetland
Birds
Omnivore","HIGHEST",NA,NA,NA,NA
6,"Wetland
Birds
Omnivore","BEST GUESS",NA,NA,NA,NA
6,"Wetland
Birds
Insectivore/invertivore","LOWEST","50","70","low-moderate","improvements in vegetation and reduction in compacted bare soils and improved understory and wetland plant layers will be helpful as will reducing human noise/disturbance from human activities since they prefer some solitude"
6,"Wetland
Birds
Insectivore/invertivore","HIGHEST","80","100",NA,NA
6,"Wetland
Birds
Insectivore/invertivore","BEST GUESS","65","85",NA,NA
6,"Wetland
Birds
Herbivore/granivore","LOWEST","65","75","low-moderate","improvements in vegetation and reduction in compacted bare soils and improved understory and wetland plant layers will be helpful; these species are somewhat more tolerant to human activity so have left % higher WITHOUT action happening than some other birds."
6,"Wetland
Birds
Herbivore/granivore","HIGHEST","80","100",NA,NA
6,"Wetland
Birds
Herbivore/granivore","BEST GUESS","65","95",NA,NA
6,"Wetland
Mammals
Carnivore, omnivore","LOWEST",NA,NA,"X","do not know enough about their ecology to do any ratings"
6,"Wetland
Mammals
Carnivore, omnivore","HIGHEST",NA,NA,NA,NA
6,"Wetland
Mammals
Carnivore, omnivore","BEST GUESS",NA,NA,NA,NA
6,"Wetland
Mammals
Herbivore","LOWEST","65","85",NA,"Given some mobility, their persistence is mostly about woody and non-woody plants, which I assumed were somewhat but not severly reduced in the WITHOUT action"
6,"Wetland
Mammals
Herbivore","HIGHEST","100","100",NA,NA
6,"Wetland
Mammals
Herbivore","BEST GUESS","75","100",NA,NA
6,"Wetland
Vascular plants
Herbaceous","LOWEST",NA,NA,"X",NA
6,"Wetland
Vascular plants
Herbaceous","HIGHEST",NA,NA,NA,NA
6,"Wetland
Vascular plants
Herbaceous","BEST GUESS",NA,NA,NA,NA
6,"Wetland
Vascular plants
Woody","LOWEST",NA,NA,"F","see freshwater rating"
6,"Wetland
Vascular plants
Woody","HIGHEST",NA,NA,NA,NA
6,"Wetland
Vascular plants
Woody","BEST GUESS",NA,NA,NA,NA
6,"Coniferous Forest
Reptiles and amphibians
Snakes and lizards","LOWEST",NA,NA,"X","do not know enough about their ecology to do any ratings"
6,"Coniferous Forest
Reptiles and amphibians
Snakes and lizards","HIGHEST",NA,NA,NA,NA
6,"Coniferous Forest
Reptiles and amphibians
Snakes and lizards","BEST GUESS",NA,NA,NA,NA
6,"Coniferous Forest
Reptiles and amphibians
Frogs","LOWEST","25","85","moderate","Since this isn't their preferred habitat, have adjusted % downward as they will not do as well if it is unhealthy;  they can /would likely persist because of the overall landscape suitability to come in from nearby areas regardless of the project"
6,"Coniferous Forest
Reptiles and amphibians
Frogs","HIGHEST","75","100",NA,NA
6,"Coniferous Forest
Reptiles and amphibians
Frogs","BEST GUESS","65","100",NA,NA
6,"Coniferous Forest
Reptiles and amphibians
Salamanders","LOWEST","50","75","low-moderate","assumes that compacted soils, bare soils and drying out of space as well as physically driving over them and altering predation /cover will change enough to be a benefit with the restoration but even without the project, they will persist some spots and recolonize from adjacent forest/ wetlands so some will persist; the stream itself isn't their primary habitat but the terrestrial areas and wetlands will be."
6,"Coniferous Forest
Reptiles and amphibians
Salamanders","HIGHEST","75","95",NA,NA
6,"Coniferous Forest
Reptiles and amphibians
Salamanders","BEST GUESS","60","85",NA,NA
6,"Coniferous Forest
Birds
Carnivore","LOWEST",NA,NA,"X","do not know enough about their ecology to do any ratings"
6,"Coniferous Forest
Birds
Carnivore","HIGHEST",NA,NA,NA,NA
6,"Coniferous Forest
Birds
Carnivore","BEST GUESS",NA,NA,NA,NA
6,"Coniferous Forest
Birds
Omnivore","LOWEST",NA,NA,"X","do not know enough about their ecology to do any ratings"
6,"Coniferous Forest
Birds
Omnivore","HIGHEST",NA,NA,NA,NA
6,"Coniferous Forest
Birds
Omnivore","BEST GUESS",NA,NA,NA,NA
6,"Coniferous Forest
Birds
Insectivore/invertivore","LOWEST",NA,NA,"X","do not know enough about their ecology to do any ratings"
6,"Coniferous Forest
Birds
Insectivore/invertivore","HIGHEST",NA,NA,NA,NA
6,"Coniferous Forest
Birds
Insectivore/invertivore","BEST GUESS",NA,NA,NA,NA
6,"Coniferous Forest
Birds
Herbivore/granivore","LOWEST",NA,NA,"X","do not know enough about their ecology to do any ratings"
6,"Coniferous Forest
Birds
Herbivore/granivore","HIGHEST",NA,NA,NA,NA
6,"Coniferous Forest
Birds
Herbivore/granivore","BEST GUESS",NA,NA,NA,NA
6,"Coniferous Forest
Mammals
Carnivore, omnivore","LOWEST",NA,NA,"X","do not know enough about their ecology to do any ratings"
6,"Coniferous Forest
Mammals
Carnivore, omnivore","HIGHEST",NA,NA,NA,NA
6,"Coniferous Forest
Mammals
Carnivore, omnivore","BEST GUESS",NA,NA,NA,NA
6,"Coniferous Forest
Mammals
Herbivore","LOWEST","85","100","moderate","given the adequate amount of forest, the project likely will have limited impact on these species as they can move around the restoration or non-restored area, either way"
6,"Coniferous Forest
Mammals
Herbivore","HIGHEST","100","100",NA,NA
6,"Coniferous Forest
Mammals
Herbivore","BEST GUESS","100","100",NA,NA
6,"Coniferous Forest
Vascular plants
Herbaceous","LOWEST","65","100","moderate","except for where this plant is destroyed/killed by the OHV use or prevented from growing in highly compacted soils, it is able to persist fairly well at least in part of the project area"
6,"Coniferous Forest
Vascular plants
Herbaceous","HIGHEST","95","100",NA,NA
6,"Coniferous Forest
Vascular plants
Herbaceous","BEST GUESS","75","100",NA,NA
6,"Coniferous Forest
Vascular plants
Woody","LOWEST","65","100","moderate","except for where this plant is destroyed/killed by the OHV use or prevented from growing in highly compacted soils, it is able to persist fairly well at least in part of the project area--some of these species will be more tolerant (spruce, poplars) than others (eg. birch)"
6,"Coniferous Forest
Vascular plants
Woody","HIGHEST","100","100",NA,NA
6,"Coniferous Forest
Vascular plants
Woody","BEST GUESS","75","100",NA,NA
6,"Mixed Forest
Reptiles and amphibians
Snakes and lizards","LOWEST",NA,NA,"X","do not know enough about their ecology to do any ratings"
6,"Mixed Forest
Reptiles and amphibians
Snakes and lizards","HIGHEST",NA,NA,NA,NA
6,"Mixed Forest
Reptiles and amphibians
Snakes and lizards","BEST GUESS",NA,NA,NA,NA
6,"Mixed Forest
Reptiles and amphibians
Frogs","LOWEST","50","85","moderate","Given that they spend a lot of time in upland forest, they can /would likely persist because of the overall landscape suitability to come in from nearby areas regardless of the project"
6,"Mixed Forest
Reptiles and amphibians
Frogs","HIGHEST","100","100",NA,NA
6,"Mixed Forest
Reptiles and amphibians
Frogs","BEST GUESS","75","100",NA,NA
6,"Mixed Forest
Reptiles and amphibians
Salamanders","LOWEST","50","75","low-moderate","assumes that compacted soils, bare soils and drying out of space as well as physically driving over them and altering predation /cover will change enough to be a benefit with the restoration but even without the project, they will persist some spots and recolonize from adjacent forest/ wetlands so some will persist; the stream itself isn't their primary habitat but the terrestrial areas and wetlands will be."
6,"Mixed Forest
Reptiles and amphibians
Salamanders","HIGHEST","75","95",NA,NA
6,"Mixed Forest
Reptiles and amphibians
Salamanders","BEST GUESS","60","85",NA,NA
6,"Mixed Forest
Birds
Carnivore","LOWEST",NA,NA,"X","do not know enough about their ecology to do any ratings"
6,"Mixed Forest
Birds
Carnivore","HIGHEST",NA,NA,NA,NA
6,"Mixed Forest
Birds
Carnivore","BEST GUESS",NA,NA,NA,NA
6,"Mixed Forest
Birds
Omnivore","LOWEST",NA,NA,"X","do not know enough about their ecology to do any ratings"
6,"Mixed Forest
Birds
Omnivore","HIGHEST",NA,NA,NA,NA
6,"Mixed Forest
Birds
Omnivore","BEST GUESS",NA,NA,NA,NA
6,"Mixed Forest
Birds
Insectivore/invertivore","LOWEST",NA,NA,"X","do not know enough about their ecology to do any ratings"
6,"Mixed Forest
Birds
Insectivore/invertivore","HIGHEST",NA,NA,NA,NA
6,"Mixed Forest
Birds
Insectivore/invertivore","BEST GUESS",NA,NA,NA,NA
6,"Mixed Forest
Birds
Herbivore/granivore","LOWEST",NA,NA,"X","do not know enough about their ecology to do any ratings"
6,"Mixed Forest
Birds
Herbivore/granivore","HIGHEST",NA,NA,NA,NA
6,"Mixed Forest
Birds
Herbivore/granivore","BEST GUESS",NA,NA,NA,NA
6,"Mixed Forest
Mammals
Carnivore, omnivore","LOWEST",NA,NA,"X","do not know enough about their ecology to do any ratings"
6,"Mixed Forest
Mammals
Carnivore, omnivore","HIGHEST",NA,NA,NA,NA
6,"Mixed Forest
Mammals
Carnivore, omnivore","BEST GUESS",NA,NA,NA,NA
6,"Mixed Forest
Mammals
Herbivore","LOWEST","85","100","C",NA
6,"Mixed Forest
Mammals
Herbivore","HIGHEST","100","100",NA,NA
6,"Mixed Forest
Mammals
Herbivore","BEST GUESS","100","100",NA,NA
6,"Mixed Forest
Vascular plants
Herbaceous","LOWEST","65","100","C",NA
6,"Mixed Forest
Vascular plants
Herbaceous","HIGHEST","95","100",NA,NA
6,"Mixed Forest
Vascular plants
Herbaceous","BEST GUESS","75","100",NA,NA
6,"Mixed Forest
Vascular plants
Woody","LOWEST","65","100","C",NA
6,"Mixed Forest
Vascular plants
Woody","HIGHEST","100","100",NA,NA
6,"Mixed Forest
Vascular plants
Woody","BEST GUESS","75","100",NA,NA
7,"Freshwater
Fish
Large predators","LOWEST",NA,NA,"3",NA
7,"Freshwater
Fish
Large predators","HIGHEST",NA,NA,NA,NA
