"Expert","Biodiversity","Estimate","Scenario","Value"
"10","Coniferous Forest
Reptiles and amphibians
Frogs","LOWEST","Counterfactual",NA
"10","Coniferous Forest
Reptiles and amphibians
Frogs","HIGHEST","Counterfactual",NA
"10","Coniferous Forest
Reptiles and amphibians
Frogs","BEST GUESS","Counterfactual",NA
"10","Coniferous Forest
Reptiles and amphibians
Salamanders","LOWEST","Counterfactual",NA
"10","Coniferous Forest
Reptiles and amphibians
Salamanders","HIGHEST","Counterfactual",NA
"10","Coniferous Forest
Reptiles and amphibians
Salamanders","BEST GUESS","Counterfactual",NA
"10","Coniferous Forest
Birds
Carnivore","LOWEST","Counterfactual",NA
"10","Coniferous Forest
Birds
Carnivore","HIGHEST","Counterfactual",NA
"10","Coniferous Forest
Birds
Carnivore","BEST GUESS","Counterfactual",NA
"10","Coniferous Forest
Birds
Omnivore","LOWEST","Counterfactual",NA
"10","Coniferous Forest
Birds
Omnivore","HIGHEST","Counterfactual",NA
"10","Coniferous Forest
Birds
Omnivore","BEST GUESS","Counterfactual",NA
"10","Coniferous Forest
Birds
Insectivore/invertivore","LOWEST","Counterfactual",NA
"10","Coniferous Forest
Birds
Insectivore/invertivore","HIGHEST","Counterfactual",NA
"10","Coniferous Forest
Birds
Insectivore/invertivore","BEST GUESS","Counterfactual",NA
"10","Coniferous Forest
Birds
Herbivore/granivore","LOWEST","Counterfactual",NA
"10","Coniferous Forest
Birds
Herbivore/granivore","HIGHEST","Counterfactual",NA
"10","Coniferous Forest
Birds
Herbivore/granivore","BEST GUESS","Counterfactual",NA
"10","Coniferous Forest
Mammals
Carnivore, omnivore","LOWEST","Counterfactual",NA
"10","Coniferous Forest
Mammals
Carnivore, omnivore","HIGHEST","Counterfactual",NA
"10","Coniferous Forest
Mammals
Carnivore, omnivore","BEST GUESS","Counterfactual",NA
"10","Coniferous Forest
Mammals
Herbivore","LOWEST","Counterfactual",NA
"10","Coniferous Forest
Mammals
Herbivore","HIGHEST","Counterfactual",NA
"10","Coniferous Forest
Mammals
Herbivore","BEST GUESS","Counterfactual",NA
"10","Coniferous Forest
Vascular plants
Herbaceous","LOWEST","Counterfactual",NA
"10","Coniferous Forest
Vascular plants
Herbaceous","HIGHEST","Counterfactual",NA
"10","Coniferous Forest
Vascular plants
Herbaceous","BEST GUESS","Counterfactual",NA
"10","Coniferous Forest
Vascular plants
Woody","LOWEST","Counterfactual",NA
"10","Coniferous Forest
Vascular plants
Woody","HIGHEST","Counterfactual",NA
"10","Coniferous Forest
Vascular plants
Woody","BEST GUESS","Counterfactual",NA
"10","Mixed Forest
Reptiles and amphibians
Snakes and lizards","LOWEST","Counterfactual",NA
"10","Mixed Forest
Reptiles and amphibians
Snakes and lizards","HIGHEST","Counterfactual",NA
"10","Mixed Forest
Reptiles and amphibians
Snakes and lizards","BEST GUESS","Counterfactual",NA
"10","Mixed Forest
Reptiles and amphibians
Frogs","LOWEST","Counterfactual",NA
"10","Mixed Forest
Reptiles and amphibians
Frogs","HIGHEST","Counterfactual",NA
"10","Mixed Forest
Reptiles and amphibians
Frogs","BEST GUESS","Counterfactual",NA
"10","Mixed Forest
Reptiles and amphibians
Salamanders","LOWEST","Counterfactual",NA
"10","Mixed Forest
Reptiles and amphibians
Salamanders","HIGHEST","Counterfactual",NA
"10","Mixed Forest
Reptiles and amphibians
Salamanders","BEST GUESS","Counterfactual",NA
"10","Mixed Forest
Birds
Carnivore","LOWEST","Counterfactual",NA
"10","Mixed Forest
Birds
Carnivore","HIGHEST","Counterfactual",NA
"10","Mixed Forest
Birds
Carnivore","BEST GUESS","Counterfactual",NA
"10","Mixed Forest
Birds
Omnivore","LOWEST","Counterfactual",NA
"10","Mixed Forest
Birds
Omnivore","HIGHEST","Counterfactual",NA
"10","Mixed Forest
Birds
Omnivore","BEST GUESS","Counterfactual",NA
"10","Mixed Forest
Birds
Insectivore/invertivore","LOWEST","Counterfactual",NA
"10","Mixed Forest
Birds
Insectivore/invertivore","HIGHEST","Counterfactual",NA
"10","Mixed Forest
Birds
Insectivore/invertivore","BEST GUESS","Counterfactual",NA
"10","Mixed Forest
Birds
Herbivore/granivore","LOWEST","Counterfactual",NA
"10","Mixed Forest
Birds
Herbivore/granivore","HIGHEST","Counterfactual",NA
"10","Mixed Forest
Birds
Herbivore/granivore","BEST GUESS","Counterfactual",NA
"10","Mixed Forest
Mammals
Carnivore, omnivore","LOWEST","Counterfactual",NA
"10","Mixed Forest
Mammals
Carnivore, omnivore","HIGHEST","Counterfactual",NA
"10","Mixed Forest
Mammals
Carnivore, omnivore","BEST GUESS","Counterfactual",NA
"10","Mixed Forest
Mammals
Herbivore","LOWEST","Counterfactual",NA
"10","Mixed Forest
Mammals
Herbivore","HIGHEST","Counterfactual",NA
"10","Mixed Forest
Mammals
Herbivore","BEST GUESS","Counterfactual",NA
"10","Mixed Forest
Vascular plants
Herbaceous","LOWEST","Counterfactual",NA
"10","Mixed Forest
Vascular plants
Herbaceous","HIGHEST","Counterfactual",NA
"10","Mixed Forest
Vascular plants
Herbaceous","BEST GUESS","Counterfactual",NA
"10","Mixed Forest
Vascular plants
Woody","LOWEST","Counterfactual",NA
"10","Mixed Forest
Vascular plants
Woody","HIGHEST","Counterfactual",NA
"10","Mixed Forest
Vascular plants
Woody","BEST GUESS","Counterfactual",NA
"1","Freshwater
Fish
Large predators","LOWEST","Action",NA
"1","Freshwater
Fish
Large predators","HIGHEST","Action",NA
"1","Freshwater
Fish
Large predators","BEST GUESS","Action",NA
"1","Freshwater
Fish
Small-medium predators","LOWEST","Action",NA
"1","Freshwater
Fish
Small-medium predators","HIGHEST","Action",NA
"1","Freshwater
Fish
Small-medium predators","BEST GUESS","Action",NA
"1","Freshwater
Reptiles and amphibians
Snakes and lizards","LOWEST","Action",NA
"1","Freshwater
Reptiles and amphibians
Snakes and lizards","HIGHEST","Action",NA
"1","Freshwater
Reptiles and amphibians
Snakes and lizards","BEST GUESS","Action",NA
"1","Freshwater
Reptiles and amphibians
Frogs","LOWEST","Action",NA
"1","Freshwater
Reptiles and amphibians
Frogs","HIGHEST","Action",NA
"1","Freshwater
Reptiles and amphibians
Frogs","BEST GUESS","Action",NA
"1","Freshwater
Reptiles and amphibians
Salamanders","LOWEST","Action",NA
"1","Freshwater
Reptiles and amphibians
Salamanders","HIGHEST","Action",NA
"1","Freshwater
Reptiles and amphibians
Salamanders","BEST GUESS","Action",NA
"1","Freshwater
Birds
Carnivore","LOWEST","Action",NA
"1","Freshwater
Birds
Carnivore","HIGHEST","Action",NA
"1","Freshwater
Birds
Carnivore","BEST GUESS","Action",NA
"1","Freshwater
Birds
Omnivore","LOWEST","Action",NA
"1","Freshwater
Birds
Omnivore","HIGHEST","Action",NA
"1","Freshwater
Birds
Omnivore","BEST GUESS","Action",NA
"1","Freshwater
Birds
Insectivore/invertivore","LOWEST","Action",NA
"1","Freshwater
Birds
Insectivore/invertivore","HIGHEST","Action",NA
"1","Freshwater
Birds
Insectivore/invertivore","BEST GUESS","Action",NA
"1","Freshwater
Birds
Herbivore/granivore","LOWEST","Action",NA
"1","Freshwater
Birds
Herbivore/granivore","HIGHEST","Action",NA
"1","Freshwater
Birds
Herbivore/granivore","BEST GUESS","Action",NA
"1","Freshwater
Mammals
Carnivore, omnivore","LOWEST","Action",NA
"1","Freshwater
Mammals
Carnivore, omnivore","HIGHEST","Action",NA
"1","Freshwater
Mammals
Carnivore, omnivore","BEST GUESS","Action",NA
"1","Freshwater
Mammals
Herbivore","LOWEST","Action",NA
"1","Freshwater
Mammals
Herbivore","HIGHEST","Action",NA
"1","Freshwater
Mammals
Herbivore","BEST GUESS","Action",NA
"1","Freshwater
Vascular plants
Herbaceous","LOWEST","Action","80"
"1","Freshwater
Vascular plants
Herbaceous","HIGHEST","Action","90"
"1","Freshwater
Vascular plants
Herbaceous","BEST GUESS","Action","85"
"1","Freshwater
Vascular plants
Woody","LOWEST","Action","80"
"1","Freshwater
Vascular plants
Woody","HIGHEST","Action","90"
"1","Freshwater
Vascular plants
Woody","BEST GUESS","Action","85"
"1","Wetland
Fish
Large predators","LOWEST","Action",NA
"1","Wetland
Fish
Large predators","HIGHEST","Action",NA
"1","Wetland
Fish
Large predators","BEST GUESS","Action",NA
"1","Wetland
Fish
Small-medium predators","LOWEST","Action",NA
"1","Wetland
Fish
Small-medium predators","HIGHEST","Action",NA
"1","Wetland
Fish
Small-medium predators","BEST GUESS","Action",NA
"1","Wetland
Reptiles and amphibians
Snakes and lizards","LOWEST","Action",NA
"1","Wetland
Reptiles and amphibians
Snakes and lizards","HIGHEST","Action",NA
"1","Wetland
Reptiles and amphibians
Snakes and lizards","BEST GUESS","Action",NA
"1","Wetland
Reptiles and amphibians
Frogs","LOWEST","Action",NA
"1","Wetland
Reptiles and amphibians
Frogs","HIGHEST","Action",NA
"1","Wetland
Reptiles and amphibians
Frogs","BEST GUESS","Action",NA
"1","Wetland
Reptiles and amphibians
Salamanders","LOWEST","Action",NA
"1","Wetland
Reptiles and amphibians
Salamanders","HIGHEST","Action",NA
"1","Wetland
Reptiles and amphibians
Salamanders","BEST GUESS","Action",NA
"1","Wetland
Birds
Carnivore","LOWEST","Action",NA
"1","Wetland
Birds
Carnivore","HIGHEST","Action",NA
"1","Wetland
Birds
Carnivore","BEST GUESS","Action",NA
"1","Wetland
Birds
Omnivore","LOWEST","Action",NA
"1","Wetland
Birds
Omnivore","HIGHEST","Action",NA
"1","Wetland
Birds
Omnivore","BEST GUESS","Action",NA
"1","Wetland
Birds
Insectivore/invertivore","LOWEST","Action",NA
"1","Wetland
Birds
Insectivore/invertivore","HIGHEST","Action",NA
"1","Wetland
Birds
Insectivore/invertivore","BEST GUESS","Action",NA
"1","Wetland
Birds
Herbivore/granivore","LOWEST","Action",NA
"1","Wetland
Birds
Herbivore/granivore","HIGHEST","Action",NA
"1","Wetland
Birds
Herbivore/granivore","BEST GUESS","Action",NA
"1","Wetland
Mammals
Carnivore, omnivore","LOWEST","Action",NA
"1","Wetland
Mammals
Carnivore, omnivore","HIGHEST","Action",NA
"1","Wetland
Mammals
Carnivore, omnivore","BEST GUESS","Action",NA
"1","Wetland
Mammals
Herbivore","LOWEST","Action",NA
"1","Wetland
Mammals
Herbivore","HIGHEST","Action",NA
"1","Wetland
Mammals
Herbivore","BEST GUESS","Action",NA
"1","Wetland
Vascular plants
Herbaceous","LOWEST","Action","80"
"1","Wetland
Vascular plants
Herbaceous","HIGHEST","Action","90"
"1","Wetland
Vascular plants
Herbaceous","BEST GUESS","Action","85"
"1","Wetland
Vascular plants
Woody","LOWEST","Action","80"
"1","Wetland
Vascular plants
Woody","HIGHEST","Action","90"
"1","Wetland
Vascular plants
Woody","BEST GUESS","Action","85"
"1","Coniferous Forest
Reptiles and amphibians
Snakes and lizards","LOWEST","Action",NA
"1","Coniferous Forest
Reptiles and amphibians
Snakes and lizards","HIGHEST","Action",NA
"1","Coniferous Forest
Reptiles and amphibians
Snakes and lizards","BEST GUESS","Action",NA
"1","Coniferous Forest
Reptiles and amphibians
Frogs","LOWEST","Action",NA
"1","Coniferous Forest
Reptiles and amphibians
Frogs","HIGHEST","Action",NA
"1","Coniferous Forest
Reptiles and amphibians
Frogs","BEST GUESS","Action",NA
"1","Coniferous Forest
Reptiles and amphibians
Salamanders","LOWEST","Action",NA
"1","Coniferous Forest
Reptiles and amphibians
Salamanders","HIGHEST","Action",NA
"1","Coniferous Forest
Reptiles and amphibians
Salamanders","BEST GUESS","Action",NA
"1","Coniferous Forest
Birds
Carnivore","LOWEST","Action",NA
"1","Coniferous Forest
Birds
Carnivore","HIGHEST","Action",NA
"1","Coniferous Forest
Birds
Carnivore","BEST GUESS","Action",NA
"1","Coniferous Forest
Birds
Omnivore","LOWEST","Action",NA
"1","Coniferous Forest
Birds
Omnivore","HIGHEST","Action",NA
"1","Coniferous Forest
Birds
Omnivore","BEST GUESS","Action",NA
"1","Coniferous Forest
Birds
Insectivore/invertivore","LOWEST","Action",NA
"1","Coniferous Forest
Birds
Insectivore/invertivore","HIGHEST","Action",NA
"1","Coniferous Forest
Birds
Insectivore/invertivore","BEST GUESS","Action",NA
"1","Coniferous Forest
Birds
Herbivore/granivore","LOWEST","Action",NA
"1","Coniferous Forest
Birds
Herbivore/granivore","HIGHEST","Action",NA
"1","Coniferous Forest
Birds
Herbivore/granivore","BEST GUESS","Action",NA
"1","Coniferous Forest
Mammals
Carnivore, omnivore","LOWEST","Action",NA
"1","Coniferous Forest
Mammals
Carnivore, omnivore","HIGHEST","Action",NA
"1","Coniferous Forest
Mammals
Carnivore, omnivore","BEST GUESS","Action",NA
"1","Coniferous Forest
Mammals
Herbivore","LOWEST","Action",NA
"1","Coniferous Forest
Mammals
Herbivore","HIGHEST","Action",NA
"1","Coniferous Forest
Mammals
Herbivore","BEST GUESS","Action",NA
"1","Coniferous Forest
Vascular plants
Herbaceous","LOWEST","Action","80"
"1","Coniferous Forest
Vascular plants
Herbaceous","HIGHEST","Action","90"
"1","Coniferous Forest
Vascular plants
Herbaceous","BEST GUESS","Action","85"
"1","Coniferous Forest
Vascular plants
Woody","LOWEST","Action","80"
"1","Coniferous Forest
Vascular plants
Woody","HIGHEST","Action","90"
"1","Coniferous Forest
Vascular plants
Woody","BEST GUESS","Action","85"
"1","Mixed Forest
Reptiles and amphibians
Snakes and lizards","LOWEST","Action",NA
"1","Mixed Forest
Reptiles and amphibians
Snakes and lizards","HIGHEST","Action",NA
"1","Mixed Forest
Reptiles and amphibians
Snakes and lizards","BEST GUESS","Action",NA
"1","Mixed Forest
Reptiles and amphibians
Frogs","LOWEST","Action",NA
"1","Mixed Forest
Reptiles and amphibians
Frogs","HIGHEST","Action",NA
"1","Mixed Forest
Reptiles and amphibians
Frogs","BEST GUESS","Action",NA
"1","Mixed Forest
Reptiles and amphibians
Salamanders","LOWEST","Action",NA
"1","Mixed Forest
Reptiles and amphibians
Salamanders","HIGHEST","Action",NA
"1","Mixed Forest
Reptiles and amphibians
Salamanders","BEST GUESS","Action",NA
"1","Mixed Forest
Birds
Carnivore","LOWEST","Action",NA
"1","Mixed Forest
Birds
Carnivore","HIGHEST","Action",NA
"1","Mixed Forest
Birds
Carnivore","BEST GUESS","Action",NA
"1","Mixed Forest
Birds
Omnivore","LOWEST","Action",NA
"1","Mixed Forest
Birds
Omnivore","HIGHEST","Action",NA
"1","Mixed Forest
Birds
Omnivore","BEST GUESS","Action",NA
"1","Mixed Forest
Birds
Insectivore/invertivore","LOWEST","Action",NA
"1","Mixed Forest
Birds
Insectivore/invertivore","HIGHEST","Action",NA
"1","Mixed Forest
Birds
Insectivore/invertivore","BEST GUESS","Action",NA
"1","Mixed Forest
Birds
Herbivore/granivore","LOWEST","Action",NA
"1","Mixed Forest
Birds
Herbivore/granivore","HIGHEST","Action",NA
"1","Mixed Forest
Birds
Herbivore/granivore","BEST GUESS","Action",NA
"1","Mixed Forest
Mammals
Carnivore, omnivore","LOWEST","Action",NA
"1","Mixed Forest
Mammals
Carnivore, omnivore","HIGHEST","Action",NA
"1","Mixed Forest
Mammals
Carnivore, omnivore","BEST GUESS","Action",NA
"1","Mixed Forest
Mammals
Herbivore","LOWEST","Action",NA
"1","Mixed Forest
Mammals
Herbivore","HIGHEST","Action",NA
"1","Mixed Forest
Mammals
Herbivore","BEST GUESS","Action",NA
"1","Mixed Forest
Vascular plants
Herbaceous","LOWEST","Action","80"
"1","Mixed Forest
Vascular plants
Herbaceous","HIGHEST","Action","90"
"1","Mixed Forest
Vascular plants
Herbaceous","BEST GUESS","Action","85"
"1","Mixed Forest
Vascular plants
Woody","LOWEST","Action","80"
"1","Mixed Forest
Vascular plants
Woody","HIGHEST","Action","90"
"1","Mixed Forest
Vascular plants
Woody","BEST GUESS","Action","85"
"2","Freshwater
Fish
Large predators","LOWEST","Action","50"
"2","Freshwater
Fish
Large predators","HIGHEST","Action","80"
"2","Freshwater
Fish
Large predators","BEST GUESS","Action","75"
"2","Freshwater
Fish
Small-medium predators","LOWEST","Action","50"
"2","Freshwater
Fish
Small-medium predators","HIGHEST","Action","80"
"2","Freshwater
Fish
Small-medium predators","BEST GUESS","Action","75"
"2","Freshwater
Reptiles and amphibians
Snakes and lizards","LOWEST","Action","50"
"2","Freshwater
Reptiles and amphibians
Snakes and lizards","HIGHEST","Action","80"
"2","Freshwater
Reptiles and amphibians
Snakes and lizards","BEST GUESS","Action","75"
"2","Freshwater
Reptiles and amphibians
Frogs","LOWEST","Action","50"
"2","Freshwater
Reptiles and amphibians
Frogs","HIGHEST","Action","80"
"2","Freshwater
Reptiles and amphibians
Frogs","BEST GUESS","Action","75"
"2","Freshwater
Reptiles and amphibians
Salamanders","LOWEST","Action","50"
"2","Freshwater
Reptiles and amphibians
Salamanders","HIGHEST","Action","80"
"2","Freshwater
Reptiles and amphibians
Salamanders","BEST GUESS","Action","75"
"2","Freshwater
Birds
Carnivore","LOWEST","Action","50"
"2","Freshwater
Birds
Carnivore","HIGHEST","Action","80"
"2","Freshwater
Birds
Carnivore","BEST GUESS","Action","75"
"2","Freshwater
Birds
Omnivore","LOWEST","Action","50"
"2","Freshwater
Birds
Omnivore","HIGHEST","Action","80"
"2","Freshwater
Birds
Omnivore","BEST GUESS","Action","75"
"2","Freshwater
Birds
Insectivore/invertivore","LOWEST","Action","50"
"2","Freshwater
Birds
Insectivore/invertivore","HIGHEST","Action","80"
"2","Freshwater
Birds
Insectivore/invertivore","BEST GUESS","Action","75"
"2","Freshwater
Birds
Herbivore/granivore","LOWEST","Action","50"
"2","Freshwater
Birds
Herbivore/granivore","HIGHEST","Action","80"
"2","Freshwater
Birds
Herbivore/granivore","BEST GUESS","Action","75"
"2","Freshwater
Mammals
Carnivore, omnivore","LOWEST","Action","50"
"2","Freshwater
Mammals
Carnivore, omnivore","HIGHEST","Action","80"
"2","Freshwater
Mammals
Carnivore, omnivore","BEST GUESS","Action","75"
"2","Freshwater
Mammals
Herbivore","LOWEST","Action","50"
"2","Freshwater
Mammals
Herbivore","HIGHEST","Action","80"
"2","Freshwater
Mammals
Herbivore","BEST GUESS","Action","75"
"2","Freshwater
Vascular plants
Herbaceous","LOWEST","Action","50"
"2","Freshwater
Vascular plants
Herbaceous","HIGHEST","Action","80"
"2","Freshwater
Vascular plants
Herbaceous","BEST GUESS","Action","75"
"2","Freshwater
Vascular plants
Woody","LOWEST","Action","50"
"2","Freshwater
Vascular plants
Woody","HIGHEST","Action","80"
"2","Freshwater
Vascular plants
Woody","BEST GUESS","Action","75"
"2","Wetland
Fish
Large predators","LOWEST","Action","50"
"2","Wetland
Fish
Large predators","HIGHEST","Action","80"
"2","Wetland
Fish
Large predators","BEST GUESS","Action","75"
"2","Wetland
Fish
Small-medium predators","LOWEST","Action","50"
"2","Wetland
Fish
Small-medium predators","HIGHEST","Action","80"
"2","Wetland
Fish
Small-medium predators","BEST GUESS","Action","75"
"2","Wetland
Reptiles and amphibians
Snakes and lizards","LOWEST","Action","50"
"2","Wetland
Reptiles and amphibians
Snakes and lizards","HIGHEST","Action","80"
"2","Wetland
Reptiles and amphibians
Snakes and lizards","BEST GUESS","Action","75"
"2","Wetland
Reptiles and amphibians
Frogs","LOWEST","Action","50"
"2","Wetland
Reptiles and amphibians
Frogs","HIGHEST","Action","80"
"2","Wetland
Reptiles and amphibians
Frogs","BEST GUESS","Action","75"
"2","Wetland
Reptiles and amphibians
Salamanders","LOWEST","Action","50"
"2","Wetland
Reptiles and amphibians
Salamanders","HIGHEST","Action","80"
"2","Wetland
Reptiles and amphibians
Salamanders","BEST GUESS","Action","75"
"2","Wetland
Birds
Carnivore","LOWEST","Action","50"
"2","Wetland
Birds
Carnivore","HIGHEST","Action","80"
"2","Wetland
Birds
Carnivore","BEST GUESS","Action","75"
"2","Wetland
Birds
Omnivore","LOWEST","Action","50"
"2","Wetland
Birds
Omnivore","HIGHEST","Action","80"
"2","Wetland
Birds
Omnivore","BEST GUESS","Action","75"
"2","Wetland
Birds
Insectivore/invertivore","LOWEST","Action","50"
"2","Wetland
Birds
Insectivore/invertivore","HIGHEST","Action","80"
"2","Wetland
Birds
Insectivore/invertivore","BEST GUESS","Action","75"
"2","Wetland
Birds
Herbivore/granivore","LOWEST","Action","50"
"2","Wetland
Birds
Herbivore/granivore","HIGHEST","Action","80"
"2","Wetland
Birds
Herbivore/granivore","BEST GUESS","Action","75"
"2","Wetland
Mammals
Carnivore, omnivore","LOWEST","Action","50"
"2","Wetland
Mammals
Carnivore, omnivore","HIGHEST","Action","80"
"2","Wetland
Mammals
Carnivore, omnivore","BEST GUESS","Action","75"
"2","Wetland
Mammals
Herbivore","LOWEST","Action","50"
"2","Wetland
Mammals
Herbivore","HIGHEST","Action","80"
"2","Wetland
Mammals
Herbivore","BEST GUESS","Action","75"
"2","Wetland
Vascular plants
Herbaceous","LOWEST","Action","50"
"2","Wetland
Vascular plants
Herbaceous","HIGHEST","Action","80"
"2","Wetland
Vascular plants
Herbaceous","BEST GUESS","Action","75"
"2","Wetland
Vascular plants
Woody","LOWEST","Action","50"
"2","Wetland
Vascular plants
Woody","HIGHEST","Action","80"
"2","Wetland
Vascular plants
Woody","BEST GUESS","Action","75"
"2","Coniferous Forest
Reptiles and amphibians
Snakes and lizards","LOWEST","Action","50"
"2","Coniferous Forest
Reptiles and amphibians
Snakes and lizards","HIGHEST","Action","80"
"2","Coniferous Forest
Reptiles and amphibians
Snakes and lizards","BEST GUESS","Action","75"
"2","Coniferous Forest
Reptiles and amphibians
Frogs","LOWEST","Action","50"
"2","Coniferous Forest
Reptiles and amphibians
Frogs","HIGHEST","Action","80"
"2","Coniferous Forest
Reptiles and amphibians
Frogs","BEST GUESS","Action","75"
"2","Coniferous Forest
Reptiles and amphibians
Salamanders","LOWEST","Action","50"
"2","Coniferous Forest
Reptiles and amphibians
Salamanders","HIGHEST","Action","80"
"2","Coniferous Forest
Reptiles and amphibians
Salamanders","BEST GUESS","Action","75"
"2","Coniferous Forest
Birds
Carnivore","LOWEST","Action","50"
"2","Coniferous Forest
Birds
Carnivore","HIGHEST","Action","80"
"2","Coniferous Forest
Birds
Carnivore","BEST GUESS","Action","75"
"2","Coniferous Forest
Birds
Omnivore","LOWEST","Action","50"
"2","Coniferous Forest
Birds
Omnivore","HIGHEST","Action","80"
"2","Coniferous Forest
Birds
Omnivore","BEST GUESS","Action","75"
"2","Coniferous Forest
Birds
Insectivore/invertivore","LOWEST","Action","50"
"2","Coniferous Forest
Birds
Insectivore/invertivore","HIGHEST","Action","80"
"2","Coniferous Forest
Birds
Insectivore/invertivore","BEST GUESS","Action","75"
"2","Coniferous Forest
Birds
Herbivore/granivore","LOWEST","Action","50"
"2","Coniferous Forest
Birds
Herbivore/granivore","HIGHEST","Action","80"
"2","Coniferous Forest
Birds
Herbivore/granivore","BEST GUESS","Action","75"
"2","Coniferous Forest
Mammals
Carnivore, omnivore","LOWEST","Action","50"
"2","Coniferous Forest
Mammals
Carnivore, omnivore","HIGHEST","Action","80"
"2","Coniferous Forest
Mammals
Carnivore, omnivore","BEST GUESS","Action","75"
"2","Coniferous Forest
Mammals
Herbivore","LOWEST","Action","50"
"2","Coniferous Forest
Mammals
Herbivore","HIGHEST","Action","80"
"2","Coniferous Forest
Mammals
Herbivore","BEST GUESS","Action","75"
"2","Coniferous Forest
Vascular plants
Herbaceous","LOWEST","Action","50"
"2","Coniferous Forest
Vascular plants
Herbaceous","HIGHEST","Action","80"
"2","Coniferous Forest
Vascular plants
Herbaceous","BEST GUESS","Action","75"
"2","Coniferous Forest
Vascular plants
Woody","LOWEST","Action","50"
"2","Coniferous Forest
Vascular plants
Woody","HIGHEST","Action","80"
"2","Coniferous Forest
Vascular plants
Woody","BEST GUESS","Action","75"
"2","Mixed Forest
Reptiles and amphibians
Snakes and lizards","LOWEST","Action","50"
"2","Mixed Forest
Reptiles and amphibians
Snakes and lizards","HIGHEST","Action","80"
"2","Mixed Forest
Reptiles and amphibians
Snakes and lizards","BEST GUESS","Action","75"
"2","Mixed Forest
Reptiles and amphibians
Frogs","LOWEST","Action","50"
"2","Mixed Forest
Reptiles and amphibians
Frogs","HIGHEST","Action","80"
"2","Mixed Forest
Reptiles and amphibians
Frogs","BEST GUESS","Action","75"
"2","Mixed Forest
Reptiles and amphibians
Salamanders","LOWEST","Action","50"
"2","Mixed Forest
Reptiles and amphibians
Salamanders","HIGHEST","Action","80"
"2","Mixed Forest
Reptiles and amphibians
Salamanders","BEST GUESS","Action","75"
"2","Mixed Forest
Birds
Carnivore","LOWEST","Action","50"
"2","Mixed Forest
Birds
Carnivore","HIGHEST","Action","80"
"2","Mixed Forest
Birds
Carnivore","BEST GUESS","Action","75"
"2","Mixed Forest
Birds
Omnivore","LOWEST","Action","50"
"2","Mixed Forest
Birds
Omnivore","HIGHEST","Action","80"
"2","Mixed Forest
Birds
Omnivore","BEST GUESS","Action","75"
"2","Mixed Forest
Birds
Insectivore/invertivore","LOWEST","Action","50"
"2","Mixed Forest
Birds
Insectivore/invertivore","HIGHEST","Action","80"
"2","Mixed Forest
Birds
Insectivore/invertivore","BEST GUESS","Action","75"
"2","Mixed Forest
Birds
Herbivore/granivore","LOWEST","Action","50"
"2","Mixed Forest
Birds
Herbivore/granivore","HIGHEST","Action","80"
"2","Mixed Forest
Birds
Herbivore/granivore","BEST GUESS","Action","75"
"2","Mixed Forest
Mammals
Carnivore, omnivore","LOWEST","Action","50"
"2","Mixed Forest
Mammals
Carnivore, omnivore","HIGHEST","Action","80"
"2","Mixed Forest
Mammals
Carnivore, omnivore","BEST GUESS","Action","75"
"2","Mixed Forest
Mammals
Herbivore","LOWEST","Action","50"
"2","Mixed Forest
Mammals
Herbivore","HIGHEST","Action","80"
"2","Mixed Forest
Mammals
Herbivore","BEST GUESS","Action","75"
"2","Mixed Forest
Vascular plants
Herbaceous","LOWEST","Action","50"
"2","Mixed Forest
Vascular plants
Herbaceous","HIGHEST","Action","80"
"2","Mixed Forest
Vascular plants
Herbaceous","BEST GUESS","Action","75"
"2","Mixed Forest
Vascular plants
Woody","LOWEST","Action","50"
"2","Mixed Forest
Vascular plants
Woody","HIGHEST","Action","80"
"2","Mixed Forest
Vascular plants
Woody","BEST GUESS","Action","75"
"3","Freshwater
Fish
Large predators","LOWEST","Action","20"
"3","Freshwater
Fish
Large predators","HIGHEST","Action","85"
"3","Freshwater
Fish
Large predators","BEST GUESS","Action","60"
"3","Freshwater
Fish
Small-medium predators","LOWEST","Action",NA
"3","Freshwater
Fish
Small-medium predators","HIGHEST","Action",NA
"3","Freshwater
Fish
Small-medium predators","BEST GUESS","Action",NA
"3","Freshwater
Reptiles and amphibians
Snakes and lizards","LOWEST","Action",NA
"3","Freshwater
Reptiles and amphibians
Snakes and lizards","HIGHEST","Action",NA
"3","Freshwater
Reptiles and amphibians
Snakes and lizards","BEST GUESS","Action",NA
"3","Freshwater
Reptiles and amphibians
Frogs","LOWEST","Action",NA
"3","Freshwater
Reptiles and amphibians
Frogs","HIGHEST","Action",NA
"3","Freshwater
Reptiles and amphibians
Frogs","BEST GUESS","Action",NA
"3","Freshwater
Reptiles and amphibians
Salamanders","LOWEST","Action",NA
"3","Freshwater
Reptiles and amphibians
Salamanders","HIGHEST","Action",NA
"3","Freshwater
Reptiles and amphibians
Salamanders","BEST GUESS","Action",NA
"3","Freshwater
Birds
Carnivore","LOWEST","Action",NA
"3","Freshwater
Birds
Carnivore","HIGHEST","Action",NA
"3","Freshwater
Birds
Carnivore","BEST GUESS","Action",NA
"3","Freshwater
Birds
Omnivore","LOWEST","Action",NA
"3","Freshwater
Birds
Omnivore","HIGHEST","Action",NA
"3","Freshwater
Birds
Omnivore","BEST GUESS","Action",NA
"3","Freshwater
Birds
Insectivore/invertivore","LOWEST","Action",NA
